data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
2013-10-06,201341,65.0,65,65,65,0.13181224,0.9632748,0,1,330455720134119589,2023-08-20,52.0,0.82977265,6747815.0,17.0,84.2857142857143,0,0,0,62.8063464285714,37.4285714285714,21.1080934285714,25.0,,,,,,210697
2013-09-29,201340,62.0,62,62,62,0.12779711,0.918816,0,1,330455720134019589,2023-08-20,56.0,0.82371426,6747815.0,20.5714285714286,91.5714285714286,0,0,0,75.3018645714286,53.8571428571429,23.1462598571429,26.2857142857143,,,,,,210697
2013-09-22,201339,104.0,104,104,104,0.9626056,1.5412396,0,1,330455720133919589,2023-08-20,45.0,1.3012102,6747815.0,19.5714285714286,86.8571428571429,0,0,0,67.3455142857143,44.0,22.0636132857143,25.8571428571429,,,,,,210697
2013-09-15,201338,56.0,56,56,56,1.7240052e-05,0.8298983,0,1,330455720133819589,2023-08-20,115.0,0.51603377,6747815.0,21.1428571428571,91.5714285714286,1,0,0,66.9534548571429,33.4285714285714,25.7326137142857,31.2857142857143,,,,,,210697
2013-09-08,201337,83.0,83,83,83,5.122753e-05,1.2300278,0,1,330455720133719589,2023-08-20,42.0,0.5900821,6747815.0,18.4285714285714,89.0,0,0,0,64.7563365714286,32.1428571428571,23.8322291428571,29.8571428571429,,,,,,210697
2013-09-01,201336,61.0,61,61,61,6.6068315e-09,0.90399635,0,1,330455720133619589,2023-08-20,55.0,0.434524,6747815.0,18.1428571428571,90.8571428571429,0,0,0,70.6968282857143,42.1428571428571,22.2448151428571,27.1428571428571,,,,,,210697
2013-08-25,201335,232.0,232,232,232,0.9999998,3.43815,0,1,330455720133519589,2023-08-20,63.0,1.7152306,6747815.0,16.7142857142857,89.7142857142857,0,0,0,69.743783,44.7142857142857,20.8422942857143,25.5714285714286,,,,,,210697
2013-08-18,201334,76.0,76,76,76,0.000310113,1.1262906,0,1,330455720133419589,2023-08-20,74.0,0.6125446,6747815.0,18.1428571428571,90.7142857142857,0,0,0,68.7184288571429,39.0,22.4046511428571,27.4285714285714,,,,,,210697
2013-08-11,201333,186.0,186,186,186,0.9999616,2.7564478,0,1,330455720133319589,2023-08-20,71.0,1.5829393,6747815.0,17.2857142857143,88.0,0,0,0,71.9157071428571,49.2857142857143,20.2856662857143,24.2857142857143,,,,,,210697
2013-08-04,201332,93.0,93,93,93,0.008642891,1.3782239,0,1,330455720133219589,2023-08-20,155.0,0.72504103,6747815.0,18.4285714285714,91.4285714285714,0,0,0,70.945068,37.2857142857143,22.8795497142857,29.1428571428571,,,,,,210697
2013-07-28,201331,134.0,134,134,134,0.03707772,1.985828,0,1,330455720133119589,2023-08-20,148.0,0.81312793,6747815.0,15.1428571428571,94.0,0,0,0,72.278256,34.0,20.3139138571429,26.8571428571429,,,,,,210697
2013-07-21,201330,85.0,85,85,85,8.9728225e-13,1.259667,0,1,330455720133019589,2023-08-20,57.0,0.41949344,6747815.0,16.7142857142857,93.0,0,0,0,77.0854864285714,53.4285714285714,19.650072,22.5714285714286,,,,,,210697
2013-07-14,201329,185.0,185,185,185,0.0027733098,2.7416282,0,1,330455720132919589,2023-08-20,84.0,0.76389366,6747815.0,19.4285714285714,94.8571428571429,0,0,0,74.0512527142857,40.5714285714286,23.1525962857143,29.1428571428571,,,,,,210697
2013-07-07,201328,206.0,206,206,206,1.7032883e-06,3.05284,0,1,330455720132819589,2023-08-20,90.0,0.6620145,6747815.0,15.4285714285714,94.0,0,0,0,74.5832957142857,44.1428571428571,20.3349847142857,25.5714285714286,,,,,,210697
2013-06-30,201327,223.0,223,223,223,1.6209256e-14,3.3047736,0,1,330455720132719589,2023-08-20,88.0,0.54028606,6747815.0,17.5714285714286,93.1428571428571,0,0,0,78.8013492857143,53.0,20.9448172857143,24.8571428571429,,,,,,210697
2013-06-23,201326,281.0,281,281,281,0.0,4.164311,0,1,330455720132619589,2023-08-20,123.0,0.53617203,6747815.0,19.4285714285714,92.2857142857143,0,0,0,76.9263637142857,51.4285714285714,22.5835138571429,26.8571428571429,,,,,,210697
2013-06-16,201325,426.0,426,426,426,1.3966606e-13,6.3131547,0,1,330455720132519589,2023-08-20,150.0,0.63933575,6747815.0,19.1428571428571,94.2857142857143,0,0,1,76.17658,47.5714285714286,22.661409,27.4285714285714,,,,,,210697
2013-06-09,201324,520.0,520,520,520,0.0,7.706198,0,1,330455720132419589,2023-08-20,131.0,0.57466584,6747815.0,19.4285714285714,94.0,0,0,1,77.1357505714286,47.7142857142857,22.706891,27.2857142857143,,,,,,210697
2013-06-02,201323,614.0,614,614,614,0.0,9.099242,0,1,330455720132319589,2023-08-20,164.0,0.48363653,6747815.0,18.8571428571429,97.4285714285714,0,0,1,81.0068365714286,54.0,22.3558297142857,27.0,,,,,,210697
2013-05-26,201322,816.0,816,816,816,0.0,12.092803,0,1,330455720132219589,2023-08-20,193.0,0.46904242,6747815.0,18.8571428571429,94.1428571428571,0,0,1,76.1129434285714,50.2857142857143,22.256313,26.7142857142857,,,,,,210697
2013-05-19,201321,1248.0,1248,1248,1248,0.0,18.494875,0,1,330455720132119589,2023-08-20,175.0,0.53874934,6747815.0,19.5714285714286,93.1428571428571,0,0,1,75.80119,51.0,22.3052234285714,25.7142857142857,,,,,,210697
2013-05-12,201320,1670.0,1670,1670,1670,0.0,24.748753,0,1,330455720132019589,2023-08-20,304.0,0.54500026,6747815.0,19.4285714285714,94.0,0,0,1,75.4746722857143,40.4285714285714,23.5595744285714,28.7142857142857,,,,,,210697
2013-05-05,201319,2292.0,2292,2292,2292,0.0,33.96655,0,1,330455720131919589,2023-08-20,368.0,0.560243,6747815.0,17.5714285714286,91.7142857142857,0,0,1,70.5117034285714,42.4285714285714,21.9845278571429,26.0,,,,,,210697
2013-04-28,201318,2865.0,2865,2865,2865,0.0,42.458187,0,4,330455720131819589,2023-08-20,441.0,0.5461499,6747815.0,20.2857142857143,93.1428571428571,0,0,1,72.3771491428571,40.1428571428571,24.3170322857143,30.0,,,,,,210697
2013-04-21,201317,3931.0,3931,3931,3931,0.0,58.255894,0,4,330455720131719589,2023-08-20,601.0,0.6496366,6747815.0,19.0,91.4285714285714,0,0,2,73.2174285714286,43.0,22.5548177142857,27.0,,,,,,210697
2013-04-14,201316,5475.0,5475,5475,5475,5.680232e-10,81.137375,0,4,330455720131619589,2023-08-20,780.0,0.89303595,6747815.0,20.0,90.7142857142857,0,0,2,72.8998698571429,48.0,22.9354891428571,26.7142857142857,,,,,,210697
2013-04-07,201315,6499.0,6499,6499,6499,1.0,96.31266,0,4,330455720131519589,2023-08-20,1368.0,1.1371645,6747815.0,22.8571428571429,90.8571428571429,1,1,2,74.0999012857143,48.8571428571429,25.6377295714286,29.4285714285714,,,,,,210697
2013-03-31,201314,6644.0,6644,6644,6644,1.0,98.4615,0,4,330455720131419589,2023-08-20,622.0,1.2402959,6747815.0,22.7142857142857,94.0,1,1,2,80.5959728571429,55.2857142857143,25.5585297142857,29.2857142857143,,,,,,210697
2013-03-24,201313,5351.0,5351,5351,5351,0.9999644,79.29974,0,4,330455720131319589,2023-08-20,852.0,1.0814562,6747815.0,22.5714285714286,94.1428571428571,1,1,2,79.238264,52.4285714285714,24.5895805714286,28.0,,,,,,210697
2013-03-17,201312,5423.0,5423,5423,5423,1.0,80.36675,0,4,330455720131219589,2023-08-20,701.0,1.2566196,6747815.0,22.7142857142857,94.1428571428571,1,1,2,79.6352414285714,55.8571428571429,25.2358194285714,28.7142857142857,,,,,,210697
2013-03-10,201311,5395.0,5395,5395,5395,1.0,79.951805,0,4,330455720131119589,2023-08-20,656.0,1.4645485,6747815.0,24.2857142857143,93.4285714285714,1,1,2,75.934373,51.2857142857143,27.4130211428571,31.8571428571429,,,,,,210697
2013-03-03,201310,4017.0,4017,4017,4017,1.0,59.53038,0,4,330455720131019589,2023-08-20,473.0,1.3658721,6747815.0,24.4285714285714,92.0,1,1,2,72.4378257142857,42.4285714285714,27.9660935714286,33.7142857142857,,,,,,210697
2013-02-24,201309,3852.0,3852,3852,3852,1.0,57.085144,0,3,330455720130919589,2023-08-20,471.0,1.8461531,6747815.0,22.8571428571429,93.4285714285714,1,1,2,73.3164262857143,43.7142857142857,26.3829684285714,30.8571428571429,,,,,,210697
2013-02-17,201308,3237.0,3237,3237,3237,1.0,47.971085,0,3,330455720130819589,2023-08-20,429.0,2.1341915,6747815.0,25.1428571428571,86.4285714285714,1,1,2,63.9708328571429,33.8571428571429,29.3973214285714,35.0,,,,,,210697
2013-02-10,201307,1749.0,1749,1749,1749,1.0,25.919502,0,3,330455720130719589,2023-08-20,224.0,1.3644253,6747815.0,25.2857142857143,88.8571428571429,1,1,1,67.3015431428571,36.2857142857143,29.2732682857143,35.0,,,,,,210697
2013-02-03,201306,1321.0,1321,1321,1321,0.9999616,19.576708,0,3,330455720130619589,2023-08-20,184.0,1.1736528,6747815.0,22.8571428571429,94.5714285714286,1,1,1,79.0714664285714,55.4285714285714,25.7053495714286,29.8571428571429,,,,,,210697
2013-01-27,201305,1346.0,1346,1346,1346,1.0,19.947197,0,3,330455720130519589,2023-08-20,184.0,1.4076433,6747815.0,23.0,92.5714285714286,1,1,1,78.09375,56.5714285714286,25.3833874285714,28.7142857142857,,,,,,210697
2013-01-20,201304,1146.0,1146,1146,1146,1.0,16.983274,0,3,330455720130419589,2023-08-20,195.0,1.4594312,6747815.0,22.5714285714286,95.2857142857143,1,1,1,76.1786977142857,48.8571428571429,25.8530075714286,29.8571428571429,,,,,,210697
2013-01-13,201303,919.0,919,919,919,1.0,13.619224,0,3,330455720130319589,2023-08-20,212.0,1.5052694,6747815.0,19.8571428571429,94.8571428571429,0,1,1,77.7332085714286,41.2857142857143,25.6266178571429,30.2857142857143,,,,,,210697
2013-01-06,201302,862.0,862,862,862,1.0,12.774506,0,3,330455720130219589,2023-08-20,134.0,1.7870901,6747815.0,22.8571428571429,88.1428571428571,1,1,1,71.7374815714286,48.0,26.9013825714286,31.4285714285714,,,,,,210697
2012-12-30,201301,534.0,534,534,534,0.9999733,7.913673,0,3,330455720130119589,2023-08-20,96.0,1.3021611,6747815.0,24.1428571428571,88.2857142857143,1,1,1,70.3677132857143,36.4285714285714,27.5989344285714,31.7142857142857,,,,,,210697
